type_name	display_name	exercise_id	metadata_summary	metadata_json
LISTEN_SENTENCE_QA	听录音，句子问答	00bfec82-f58c-45e2-9ad3-ad4f339014f5	"{""keys"": [""correct_label"", ""listening_text"", ""options"", ""question"", ""question_pinyin"", ""seed""], ""options"": {""item_type"": ""object"", ""item_keys"": [""label"", ""pinyin"", ""text""]}}"	"{""seed"": null, ""options"": [{""text"": ""因为教室里很冷。"", ""label"": ""A"", ""pinyin"": ""yīn wèi jiào shì lǐ hěn lěng 。""}, {""text"": ""因为小明在做运动。"", ""label"": ""B"", ""pinyin"": ""yīn wèi xiǎo míng zài zuò yùn dòng 。""}, {""text"": ""因为教室里很热。"", ""label"": ""C"", ""pinyin"": ""yīn wèi jiào shì lǐ hěn rè 。""}], ""question"": ""今天早上教室里为什么小明穿了厚外套？"", ""correct_label"": ""A"", ""listening_text"": ""今天早上教室里很冷，小明穿了厚外套。"", ""question_pinyin"": ""jīn tiān zǎo shàng jiào shì lǐ wèi shén me xiǎo míng chuān le hòu wài tào ？""}"
LISTEN_SENTENCE_QA	听录音，句子问答	00e0ba93-ff02-4d6c-aa9b-d100dc931492	"{""keys"": [""correct_label"", ""listening_text"", ""options"", ""question"", ""question_pinyin"", ""seed""], ""options"": {""item_type"": ""object"", ""item_keys"": [""label"", ""pinyin"", ""text""]}}"	"{""seed"": null, ""options"": [{""text"": ""下午两点"", ""label"": ""A"", ""pinyin"": ""xià wǔ liǎng diǎn""}, {""text"": ""下午四点"", ""label"": ""B"", ""pinyin"": ""xià wǔ sì diǎn""}, {""text"": ""上午十点"", ""label"": ""C"", ""pinyin"": ""shàng wǔ shí diǎn""}], ""question"": ""说话人每天什么时候学习汉语？"", ""correct_label"": ""B"", ""listening_text"": ""我每天下午四点学习汉语。"", ""question_pinyin"": ""shuō huà rén měi tiān shén me shí hòu xué xí hàn yǔ ？""}"
LISTEN_SENTENCE_TF	听录音，句子判断	0146e76b-ad02-490f-875a-48bf14ff6f22	"{""keys"": [""correct_answer"", ""listening_text"", ""seed"", ""statement"", ""statement_pinyin""]}"	"{""seed"": null, ""statement"": ""我家离学校有三公里，每天骑自行车上学。"", ""correct_answer"": true, ""listening_text"": ""我家离学校有三公里，每天骑自行车上学。"", ""statement_pinyin"": ""wǒ jiā lí xué xiào yǒu sān gōng lǐ ， měi tiān qí zì xíng chē shàng xué 。""}"
LISTEN_SENTENCE_TF	听录音，句子判断	03d8b05d-581f-4f9c-a4e2-0410b9812b27	"{""keys"": [""correct_answer"", ""listening_text"", ""seed"", ""statement"", ""statement_pinyin""]}"	"{""seed"": null, ""statement"": ""小李下午三点在图书馆对小王说“不客气”。"", ""correct_answer"": true, ""listening_text"": ""小李下午三点在图书馆对小王说“不客气”。"", ""statement_pinyin"": ""xiǎo lǐ xià wǔ sān diǎn zài tú shū guǎn duì xiǎo wáng shuō “ bú kè qì ”。""}"
READ_DIALOGUE_MATCH	阅读，对话配对	00614707-e4d7-4a81-a008-4be86c4a985e	"{""keys"": [""pair_index"", ""reply"", ""reply_pinyin"", ""utter_pinyin"", ""utterance""]}"	"{""reply"": ""这是我的手机。"", ""utterance"": ""这是谁的手机？"", ""pair_index"": 1, ""reply_pinyin"": ""zhè shì wǒ de shǒu jī 。"", ""utter_pinyin"": ""zhè shì shéi de shǒu jī ？""}"
READ_DIALOGUE_MATCH	阅读，对话配对	006f64be-6918-4e31-abf3-200a7fb91593	"{""keys"": [""pair_index"", ""reply"", ""reply_pinyin"", ""utter_pinyin"", ""utterance""]}"	"{""reply"": ""经常一起吃。"", ""utterance"": ""你和同事一起吃午饭吗？"", ""pair_index"": 2, ""reply_pinyin"": ""jīng cháng yì qǐ chī 。"", ""utter_pinyin"": ""nǐ hé tóng shì yì qǐ chī wǔ fàn ma ？""}"
READ_IMAGE_MATCH	阅读，看图配对	0000a30b-af72-4261-bc04-25a64f1cf36b	"{""keys"": [""correct_image_index"", ""pinyin"", ""word""]}"	"{""word"": ""蜡烛"", ""pinyin"": ""là zhú"", ""correct_image_index"": 2}"
READ_IMAGE_MATCH	阅读，看图配对	00cc2009-1ecb-4721-b0ac-74283fd108cd	"{""keys"": [""correct_image_index"", ""pinyin"", ""word""]}"	"{""word"": ""图书馆"", ""pinyin"": ""tú shū guǎn"", ""correct_image_index"": 2}"
READ_IMAGE_TRUE_FALSE	阅读，图片判断	015b6f64-8741-4681-acb2-a298053f8726	"{""keys"": [""correct_answer"", ""pinyin"", ""word""]}"	"{""word"": ""短信"", ""pinyin"": ""duǎn xìn"", ""correct_answer"": false}"
READ_IMAGE_TRUE_FALSE	阅读，图片判断	015c3b15-b6f8-4e01-b023-657b43299295	"{""keys"": [""correct_answer"", ""pinyin"", ""word""]}"	"{""word"": ""地球"", ""pinyin"": ""dì qiú"", ""correct_answer"": false}"
READ_PARAGRAPH_COMPREHENSION	段落理解	00b16009-e89f-4be0-9300-f95c3cf9bb66	"{""keys"": [""correct_label"", ""index"", ""options"", ""question""], ""options"": {""item_type"": ""object"", ""item_keys"": [""label"", ""text""]}}"	"{""index"": 1, ""options"": [{""text"": ""太难了，想要放弃"", ""label"": ""A""}, {""text"": ""有点难，但很有趣"", ""label"": ""B""}, {""text"": ""无聊，不想继续学"", ""label"": ""C""}, {""text"": ""非常简单，没有困难"", ""label"": ""D""}], ""question"": ""说话者觉得汉语怎么样？"", ""correct_label"": ""B""}"
READ_PARAGRAPH_COMPREHENSION	段落理解	00b3d4b6-207a-413d-b25a-1a3bc14b98b5	"{""keys"": [""correct_label"", ""index"", ""options"", ""question""], ""options"": {""item_type"": ""object"", ""item_keys"": [""label"", ""text""]}}"	"{""index"": 0, ""options"": [{""text"": ""因为它能和朋友联系，而且颜色好看"", ""label"": ""A""}, {""text"": ""因为它很重，感觉结实"", ""label"": ""B""}, {""text"": ""因为它的颜色是黑色，很酷"", ""label"": ""C""}, {""text"": ""因为他用它买了学校用品"", ""label"": ""D""}], ""question"": ""说话人为什么喜欢他的新电话？"", ""correct_label"": ""A""}"
READ_SENTENCE_COMPREHENSION_CHOICE	句子理解(选择)	00b80ed7-94d8-4d98-b44f-ce6e779a3d57	"{""keys"": [""correct_label"", ""keyword"", ""options"", ""passage"", ""question"", ""question_pinyin"", ""seed""], ""options"": {""item_type"": ""object"", ""item_keys"": [""label"", ""pinyin"", ""text""]}}"	"{""seed"": null, ""keyword"": ""床"", ""options"": [{""text"": ""因为床在客厅"", ""label"": ""A"", ""pinyin"": ""yīn wèi chuáng zài kè tīng""}, {""text"": ""因为床软又舒服"", ""label"": ""B"", ""pinyin"": ""yīn wèi chuáng ruǎn yòu shū fú""}, {""text"": ""因为床很硬"", ""label"": ""C"", ""pinyin"": ""yīn wèi chuáng hěn yìng""}], ""passage"": ""我喜欢我的小床，它又软又舒服。每天晚上我都在床上睡觉，睡得很香。"", ""question"": ""说话人为什么喜欢他的床？"", ""correct_label"": ""B"", ""question_pinyin"": ""shuō huà rén wéi shén me xǐ huān tā de chuáng ？""}"
READ_SENTENCE_COMPREHENSION_CHOICE	句子理解(选择)	01919461-95af-4a36-959f-5869967c6cc0	"{""keys"": [""correct_label"", ""keyword"", ""options"", ""passage"", ""question"", ""question_pinyin"", ""seed""], ""options"": {""item_type"": ""object"", ""item_keys"": [""label"", ""pinyin"", ""text""]}}"	"{""seed"": null, ""keyword"": ""亮"", ""options"": [{""text"": ""因为阳光很亮"", ""label"": ""A"", ""pinyin"": ""yīn wèi yáng guāng hěn liàng""}, {""text"": ""因为他在家里睡觉"", ""label"": ""B"", ""pinyin"": ""yīn wèi tā zài jiā lǐ shuì jiào""}, {""text"": ""因为下雨了"", ""label"": ""C"", ""pinyin"": ""yīn wèi xià yǔ le""}], ""passage"": ""今天阳光很亮，小明开心地在公园里和朋友们一起跑步。"", ""question"": ""小明为什么开心？"", ""correct_label"": ""A"", ""question_pinyin"": ""xiǎo míng wèi shén me kāi xīn ？""}"
READ_SENTENCE_ORDER	连句成段	009a00c9-452c-4eb9-8c2b-94b3b000f249	"{""keys"": [""answer_ids"", ""answer_order"", ""keyword"", ""paragraph"", ""pieces_original"", ""pieces_shuffled_label_map"", ""seed""]}"	"{""seed"": null, ""keyword"": ""网友"", ""paragraph"": ""我上网的时候认识了一个网友。我们经常聊天。他很有意思。我很喜欢和他说话。"", ""answer_ids"": [""6b0b198c-ca1d-41b6-b2de-0b998e52c45f"", ""d7a40c6d-841d-482e-b947-323831384e63"", ""b8750696-a905-450d-9079-5be6a60ad876"", ""01363573-7f1f-49fe-bfa3-eea7ac01d29e""], ""answer_order"": [""B"", ""A"", ""D"", ""C""], ""pieces_original"": [{""id"": ""6b0b198c-ca1d-41b6-b2de-0b998e52c45f"", ""text"": ""我上网的时候认识了一个网友。"", ""pinyin"": ""wǒ shàng wǎng de shí hòu rèn shí le yí gè wǎng yǒu 。""}, {""id"": ""d7a40c6d-841d-482e-b947-323831384e63"", ""text"": ""我们经常聊天。"", ""pinyin"": ""wǒ men jīng cháng liáo tiān 。""}, {""id"": ""b8750696-a905-450d-9079-5be6a60ad876"", ""text"": ""他很有意思。"", ""pinyin"": ""tā hěn yǒu yì sī 。""}, {""id"": ""01363573-7f1f-49fe-bfa3-eea7ac01d29e"", ""text"": ""我很喜欢和他说话。"", ""pinyin"": ""wǒ hěn xǐ huān hé tā shuō huà 。""}], ""pieces_shuffled_label_map"": {""A"": {""id"": ""d7a40c6d-841d-482e-b947-323831384e63"", ""text"": ""我们经常聊天。"", ""pinyin"": ""wǒ men jīng cháng liáo tiān 。""}, ""B"": {""id"": ""6b0b198c-ca1d-41b6-b2de-0b998e52c45f"", ""text"": ""我上网的时候认识了一个网友。"", ""pinyin"": ""wǒ shàng wǎng de shí hòu rèn shí le yí gè wǎng yǒu 。""}, ""C"": {""id"": ""01363573-7f1f-49fe-bfa3-eea7ac01d29e"", ""text"": ""我很喜欢和他说话。"", ""pinyin"": ""wǒ hěn xǐ huān hé tā shuō huà 。""}, ""D"": {""id"": ""b8750696-a905-450d-9079-5be6a60ad876"", ""text"": ""他很有意思。"", ""pinyin"": ""tā hěn yǒu yì sī 。""}}}"
READ_SENTENCE_ORDER	连句成段	00bc2d79-a186-44f0-b6ad-a298d641ecf5	"{""keys"": [""answer_ids"", ""answer_order"", ""keyword"", ""paragraph"", ""pieces_original"", ""pieces_shuffled_label_map"", ""seed""]}"	"{""seed"": null, ""keyword"": ""比如"", ""paragraph"": ""我想去公园散步。比如，可以去附近的湖边。那里空气很好。我经常下午去。"", ""answer_ids"": [""f3e6aea5-1322-4b13-a046-2828a3454a88"", ""28ae639e-e17c-4c6b-9023-b2250158816a"", ""cc90423f-f418-4afc-982c-18013147ecf1"", ""3b84cba7-c9f8-4852-a77f-7fdd144a0147""], ""answer_order"": [""A"", ""B"", ""D"", ""C""], ""pieces_original"": [{""id"": ""f3e6aea5-1322-4b13-a046-2828a3454a88"", ""text"": ""我想去公园散步。"", ""pinyin"": ""wǒ xiǎng qù gōng yuán sàn bù 。""}, {""id"": ""28ae639e-e17c-4c6b-9023-b2250158816a"", ""text"": ""比如，可以去附近的湖边。"", ""pinyin"": ""bǐ rú ， kě yǐ qù fù jìn de hú biān 。""}, {""id"": ""cc90423f-f418-4afc-982c-18013147ecf1"", ""text"": ""那里空气很好。"", ""pinyin"": ""nà lǐ kōng qì hěn hǎo 。""}, {""id"": ""3b84cba7-c9f8-4852-a77f-7fdd144a0147"", ""text"": ""我经常下午去。"", ""pinyin"": ""wǒ jīng cháng xià wǔ qù 。""}], ""pieces_shuffled_label_map"": {""A"": {""id"": ""f3e6aea5-1322-4b13-a046-2828a3454a88"", ""text"": ""我想去公园散步。"", ""pinyin"": ""wǒ xiǎng qù gōng yuán sàn bù 。""}, ""B"": {""id"": ""28ae639e-e17c-4c6b-9023-b2250158816a"", ""text"": ""比如，可以去附近的湖边。"", ""pinyin"": ""bǐ rú ， kě yǐ qù fù jìn de hú biān 。""}, ""C"": {""id"": ""3b84cba7-c9f8-4852-a77f-7fdd144a0147"", ""text"": ""我经常下午去。"", ""pinyin"": ""wǒ jīng cháng xià wǔ qù 。""}, ""D"": {""id"": ""cc90423f-f418-4afc-982c-18013147ecf1"", ""text"": ""那里空气很好。"", ""pinyin"": ""nà lǐ kōng qì hěn hǎo 。""}}}"
READ_SENTENCE_TF	句子理解(判断)	0010998a-ca57-4cf6-b266-9264666e30e0	"{""keys"": [""correct_answer"", ""keyword"", ""passage"", ""seed"", ""statement""]}"	"{""seed"": null, ""keyword"": ""影响"", ""passage"": ""好的，这是一段符合要求的中文文本：\n\n每天阅读半小时对学习有很好的影响，让我增长了知识，也变得更自信了。"", ""statement"": ""阅读半小时提升了我的知识与自信。"", ""correct_answer"": true}"
READ_SENTENCE_TF	句子理解(判断)	0011a046-fa71-4f4a-a6fa-11329b41fde1	"{""keys"": [""correct_answer"", ""keyword"", ""passage"", ""seed"", ""statement""]}"	"{""seed"": null, ""keyword"": ""左"", ""passage"": ""我们向左走吧，那边有美丽的花和清新的空气，心情也会变好。"", ""statement"": ""左边的花园让人心情愉悦"", ""correct_answer"": true}"
READ_SENTENCE_TRANSLATION	句子翻译	009aa88f-56a2-4eda-a2e1-92674820c675	"{""keys"": [""keyword"", ""seed"", ""sentence_cn"", ""sentence_en""]}"	"{""seed"": null, ""keyword"": ""红"", ""sentence_cn"": ""我喜欢红色的花。"", ""sentence_en"": ""I like red flowers.""}"
READ_SENTENCE_TRANSLATION	句子翻译	015a0f41-f103-43bd-a7d3-e975a524f78a	"{""keys"": [""keyword"", ""seed"", ""sentence_cn"", ""sentence_en""]}"	"{""seed"": null, ""keyword"": ""今年"", ""sentence_cn"": ""今年我很开心。"", ""sentence_en"": ""I am very happy this year.""}"
READ_WORD_GAP_FILL	阅读，句子填空	00e86add-de66-4939-a6b7-0ab7d8d97acf	"{""keys"": [""content"", ""correctAnswer"", ""keyword"", ""seed""]}"	"{""seed"": null, ""content"": {""text"": ""我___去___了，因为那天是我的生日。"", ""blanks"": [{""options"": {""A"": {""text"": ""跑步"", ""pinyin"": ""pǎo bù""}, ""B"": {""text"": ""昨天"", ""pinyin"": ""zuó tiān""}, ""C"": {""text"": ""苹果"", ""pinyin"": ""píng guǒ""}, ""D"": {""text"": ""数学"", ""pinyin"": ""shù xué""}}, ""blankIndex"": 0, ""correctAnswer"": ""B""}, {""options"": {""A"": {""text"": ""吃饭"", ""pinyin"": ""chī fàn""}, ""B"": {""text"": ""唱歌"", ""pinyin"": ""chàng gē""}, ""C"": {""text"": ""游泳"", ""pinyin"": ""yóu yǒng""}, ""D"": {""text"": ""公园"", ""pinyin"": ""gōng yuán""}}, ""blankIndex"": 1, ""correctAnswer"": ""D""}], ""prompt"": ""请根据语境，选择最合适的词填空。""}, ""keyword"": ""生日"", ""correctAnswer"": {""0"": ""B"", ""1"": ""D""}}"
READ_WORD_GAP_FILL	阅读，句子填空	059cee2d-242f-4bf3-aa9d-641f4cfd9012	"{""keys"": [""content"", ""correctAnswer"", ""keyword"", ""seed""]}"	"{""seed"": null, ""content"": {""text"": ""我___在___用___写作业。"", ""blanks"": [{""options"": {""A"": {""text"": ""苹果"", ""pinyin"": ""píng guǒ""}, ""B"": {""text"": ""跑步"", ""pinyin"": ""pǎo bù""}, ""C"": {""text"": ""经常"", ""pinyin"": ""jīng cháng""}, ""D"": {""text"": ""桌子"", ""pinyin"": ""zhuō zi""}}, ""blankIndex"": 0, ""correctAnswer"": ""C""}, {""options"": {""A"": {""text"": ""家"", ""pinyin"": ""jiā""}, ""B"": {""text"": ""唱歌"", ""pinyin"": ""chàng gē""}, ""C"": {""text"": ""铅笔"", ""pinyin"": ""qiān bǐ""}, ""D"": {""text"": ""游泳"", ""pinyin"": ""yóu yǒng""}}, ""blankIndex"": 1, ""correctAnswer"": ""A""}, {""options"": {""A"": {""text"": ""跳舞"", ""pinyin"": ""tiào wǔ""}, ""B"": {""text"": ""书包"", ""pinyin"": ""shū bāo""}, ""C"": {""text"": ""电脑"", ""pinyin"": ""diàn nǎo""}, ""D"": {""text"": ""下雨"", ""pinyin"": ""xià yǔ""}}, ""blankIndex"": 2, ""correctAnswer"": ""C""}], ""prompt"": ""请根据语境，选择最合适的词填空。""}, ""keyword"": ""电脑"", ""correctAnswer"": {""0"": ""C"", ""1"": ""A"", ""2"": ""C""}}"
READ_WORD_ORDER	连词成句	00f9b5aa-56c0-44f3-91ef-dcfbc3bed4a5	"{""keys"": [""answer_ids"", ""answer_order"", ""keyword"", ""pieces_original"", ""pieces_shuffled_label_map"", ""seed"", ""sentence""]}"	"{""seed"": null, ""keyword"": ""国外"", ""sentence"": ""我去国外读书了。"", ""answer_ids"": [""5e55ff43-26e5-4948-9844-46f4a0c085d3"", ""05789c14-6575-4d4b-847c-212598a723dd"", ""219be04b-160e-4261-977e-0be5bcabcf28"", ""d8965349-3be9-4d49-90a0-9863342501fd"", ""b467f4e3-b7c6-4330-825d-8249d9c19839""], ""answer_order"": [""B"", ""C"", ""E"", ""A"", ""D""], ""pieces_original"": [{""id"": ""5e55ff43-26e5-4948-9844-46f4a0c085d3"", ""text"": ""我"", ""pinyin"": ""wǒ""}, {""id"": ""05789c14-6575-4d4b-847c-212598a723dd"", ""text"": ""去"", ""pinyin"": ""qù""}, {""id"": ""219be04b-160e-4261-977e-0be5bcabcf28"", ""text"": ""国外"", ""pinyin"": ""guó wài""}, {""id"": ""d8965349-3be9-4d49-90a0-9863342501fd"", ""text"": ""读书"", ""pinyin"": ""dú shū""}, {""id"": ""b467f4e3-b7c6-4330-825d-8249d9c19839"", ""text"": ""了"", ""pinyin"": ""le""}], ""pieces_shuffled_label_map"": {""A"": {""id"": ""d8965349-3be9-4d49-90a0-9863342501fd"", ""text"": ""读书"", ""pinyin"": ""dú shū""}, ""B"": {""id"": ""5e55ff43-26e5-4948-9844-46f4a0c085d3"", ""text"": ""我"", ""pinyin"": ""wǒ""}, ""C"": {""id"": ""05789c14-6575-4d4b-847c-212598a723dd"", ""text"": ""去"", ""pinyin"": ""qù""}, ""D"": {""id"": ""b467f4e3-b7c6-4330-825d-8249d9c19839"", ""text"": ""了"", ""pinyin"": ""le""}, ""E"": {""id"": ""219be04b-160e-4261-977e-0be5bcabcf28"", ""text"": ""国外"", ""pinyin"": ""guó wài""}}}"
READ_WORD_ORDER	连词成句	0133e36c-9d32-4cb2-8e63-321282f8b5c1	"{""keys"": [""answer_ids"", ""answer_order"", ""keyword"", ""pieces_original"", ""pieces_shuffled_label_map"", ""seed"", ""sentence""]}"	"{""seed"": null, ""keyword"": ""本子"", ""sentence"": ""这是我的新本子。"", ""answer_ids"": [""61217a39-b47c-4028-a655-2c57e420afe7"", ""a5e315ea-0dbf-4a14-8927-39feaae8f6af"", ""62d07bae-0967-4e04-8c05-ac1920184e20"", ""c216b609-2188-49c6-8787-78d5a46c1109"", ""51c80afa-a6d7-4e66-a73c-dd191efc7f20"", ""0dac5adf-2453-426b-9e08-12e541ca2c18""], ""answer_order"": [""B"", ""C"", ""D"", ""E"", ""A"", ""F""], ""pieces_original"": [{""id"": ""61217a39-b47c-4028-a655-2c57e420afe7"", ""text"": ""这"", ""pinyin"": ""zhè""}, {""id"": ""a5e315ea-0dbf-4a14-8927-39feaae8f6af"", ""text"": ""是"", ""pinyin"": ""shì""}, {""id"": ""62d07bae-0967-4e04-8c05-ac1920184e20"", ""text"": ""我"", ""pinyin"": ""wǒ""}, {""id"": ""c216b609-2188-49c6-8787-78d5a46c1109"", ""text"": ""的"", ""pinyin"": ""de""}, {""id"": ""51c80afa-a6d7-4e66-a73c-dd191efc7f20"", ""text"": ""新"", ""pinyin"": ""xīn""}, {""id"": ""0dac5adf-2453-426b-9e08-12e541ca2c18"", ""text"": ""本子"", ""pinyin"": ""běn zi""}], ""pieces_shuffled_label_map"": {""A"": {""id"": ""51c80afa-a6d7-4e66-a73c-dd191efc7f20"", ""text"": ""新"", ""pinyin"": ""xīn""}, ""B"": {""id"": ""61217a39-b47c-4028-a655-2c57e420afe7"", ""text"": ""这"", ""pinyin"": ""zhè""}, ""C"": {""id"": ""a5e315ea-0dbf-4a14-8927-39feaae8f6af"", ""text"": ""是"", ""pinyin"": ""shì""}, ""D"": {""id"": ""62d07bae-0967-4e04-8c05-ac1920184e20"", ""text"": ""我"", ""pinyin"": ""wǒ""}, ""E"": {""id"": ""c216b609-2188-49c6-8787-78d5a46c1109"", ""text"": ""的"", ""pinyin"": ""de""}, ""F"": {""id"": ""0dac5adf-2453-426b-9e08-12e541ca2c18"", ""text"": ""本子"", ""pinyin"": ""běn zi""}}}"
SPEAK_FOLLOW	听音跟读	019f7ac7-a2ec-49e1-b3a3-4113a937906e	"{""keys"": [""audio_asset_id"", ""keyword"", ""pinyin"", ""seed"", ""sentence""]}"	"{""seed"": null, ""pinyin"": ""zhè jiàn yī fú zhēn piào liàng 。"", ""keyword"": ""漂亮"", ""sentence"": ""这件衣服真漂亮。"", ""audio_asset_id"": ""41acfc6c-8b44-437c-8274-b8ea2ef03800""}"
SPEAK_FOLLOW	听音跟读	02c303b4-5fff-4979-b231-923a34030b72	"{""keys"": [""audio_asset_id"", ""keyword"", ""pinyin"", ""seed"", ""sentence""]}"	"{""seed"": null, ""pinyin"": ""wǒ míng tiān jiù chū yuàn le 。"", ""keyword"": ""出院"", ""sentence"": ""我明天就出院了。"", ""audio_asset_id"": ""1d5ba3f8-b0f0-4019-83d0-d98fea7d752f""}"
